,president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp,datenumber
840,Donald Trump,All polls,10/26/2018,8/28/2017,8/30/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,41.0,58.0,35.67122,58.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50156,78822,8/31/2017,09:39:46 26 Oct 2018,736571.0
841,Donald Trump,All polls,10/26/2018,8/28/2017,8/30/2017,Gallup,B,1500.0,a,0.1470236,0.0,34.0,60.0,35.03185,58.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50157,78823,8/31/2017,09:39:46 26 Oct 2018,736571.0
842,Donald Trump,All polls,10/26/2018,8/29/2017,8/31/2017,Gallup,B,1500.0,a,0.1470236,0.0,34.0,61.0,35.03185,59.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50159,78825,9/1/2017,09:39:46 26 Oct 2018,736572.0
843,Donald Trump,All polls,10/26/2018,8/28/2017,9/1/2017,Ipsos,B+,2383.0,a,0.2191478,0.0,37.9,58.0,38.35801,56.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50174,78844,9/5/2017,09:39:46 26 Oct 2018,736573.0
844,Donald Trump,All polls,10/26/2018,8/29/2017,8/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,42.0,56.0,36.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50158,78824,9/1/2017,09:39:46 26 Oct 2018,736572.0
845,Donald Trump,All polls,10/26/2018,8/30/2017,9/1/2017,Gallup,B,1500.0,a,0.1470236,0.0,34.0,61.0,35.03185,59.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50164,78834,9/2/2017,09:39:46 26 Oct 2018,736573.0
846,Donald Trump,All polls,10/26/2018,8/29/2017,9/2/2017,Ipsos,B+,1832.0,a,0.1697651,0.0,37.6,58.6,38.058,57.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50173,78843,9/5/2017,09:39:46 26 Oct 2018,736574.0
847,Donald Trump,All polls,10/26/2018,8/30/2017,9/3/2017,Ipsos,B+,1734.0,a,0.1617354,0.0,38.2,58.6,38.658,57.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50172,78842,9/5/2017,09:39:46 26 Oct 2018,736575.0
848,Donald Trump,All polls,10/26/2018,8/31/2017,9/2/2017,Gallup,B,1500.0,a,0.1470236,0.0,36.0,58.0,37.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50165,78835,9/3/2017,09:39:46 26 Oct 2018,736574.0
849,Donald Trump,All polls,10/26/2018,8/30/2017,9/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50166,78836,9/4/2017,09:39:46 26 Oct 2018,736575.0
850,Donald Trump,All polls,10/26/2018,8/31/2017,9/4/2017,Ipsos,B+,1746.0,a,0.1637719,0.0,39.1,57.5,39.558,56.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50171,78841,9/5/2017,09:39:46 26 Oct 2018,736576.0
851,Donald Trump,All polls,10/26/2018,8/31/2017,9/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,44.0,54.0,38.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50168,78838,9/5/2017,09:39:46 26 Oct 2018,736576.0
852,Donald Trump,All polls,10/26/2018,9/1/2017,9/3/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50167,78837,9/4/2017,09:39:46 26 Oct 2018,736575.0
853,Donald Trump,All polls,10/26/2018,8/31/2017,9/3/2017,Morning Consult,B-,1993.0,rv,0.7023253,0.0,43.0,52.0,39.96395,54.15501999999999,,,http://www.politico.com/f/?id=0000015e-5364-db52-a75e-d77ddd140001,50170,78840,9/5/2017,09:39:46 26 Oct 2018,736575.0
854,Donald Trump,All polls,10/26/2018,9/2/2017,9/4/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50169,78839,9/5/2017,09:39:46 26 Oct 2018,736576.0
855,Donald Trump,All polls,10/26/2018,8/31/2017,9/6/2017,icitizen,,2806.0,a,0.7959146,0.0,41.0,59.0,42.74628,53.048880000000004,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50961,80602,2/28/2018,09:39:46 26 Oct 2018,736578.0
856,Donald Trump,All polls,10/26/2018,9/1/2017,9/5/2017,Ipsos,B+,1674.0,a,0.1578737,0.0,39.7,56.4,40.158,55.13159,,T,http://polling.reuters.com/#poll/CP3_2/,50185,78862,9/8/2017,09:39:46 26 Oct 2018,736577.0
857,Donald Trump,All polls,10/26/2018,9/1/2017,9/7/2017,SurveyMonkey,D-,12032.0,a,0.2337045,0.0,40.0,57.0,37.68448,55.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpTjlCamRNNXRrUzQ/view,50187,78867,9/8/2017,09:39:46 26 Oct 2018,736579.0
858,Donald Trump,All polls,10/26/2018,9/3/2017,9/5/2017,YouGov,B,1500.0,a,0.8251818999999999,0.0,41.0,52.0,41.98506,54.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78850,9/6/2017,09:39:46 26 Oct 2018,736577.0
859,Donald Trump,All polls,10/26/2018,9/3/2017,9/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,45.0,53.0,39.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50175,78849,9/6/2017,09:39:46 26 Oct 2018,736577.0
860,Donald Trump,All polls,10/26/2018,9/2/2017,9/6/2017,Ipsos,B+,1686.0,a,0.15975699999999998,0.0,41.0,54.7,41.458,53.43159,,T,http://polling.reuters.com/#poll/CP3_2/,50184,78861,9/8/2017,09:39:46 26 Oct 2018,736578.0
861,Donald Trump,All polls,10/26/2018,9/3/2017,9/5/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50177,78853,9/6/2017,09:39:46 26 Oct 2018,736577.0
862,Donald Trump,All polls,10/26/2018,9/4/2017,9/6/2017,Gallup,B,1500.0,a,0.1470236,0.0,36.0,57.0,37.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50180,78857,9/7/2017,09:39:46 26 Oct 2018,736578.0
863,Donald Trump,All polls,10/26/2018,9/4/2017,9/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,45.0,54.0,39.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50178,78855,9/7/2017,09:39:46 26 Oct 2018,736578.0
864,Donald Trump,All polls,10/26/2018,9/3/2017,9/7/2017,Ipsos,B+,1658.0,a,0.1578042,0.0,40.9,54.8,41.35801,53.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50183,78860,9/8/2017,09:39:46 26 Oct 2018,736579.0
865,Donald Trump,All polls,10/26/2018,9/5/2017,9/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,46.0,53.0,40.67122,53.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50182,78859,9/8/2017,09:39:46 26 Oct 2018,736579.0
866,Donald Trump,All polls,10/26/2018,9/5/2017,9/7/2017,Gallup,B,1500.0,a,0.1470236,0.0,36.0,57.0,37.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50186,78866,9/8/2017,09:39:46 26 Oct 2018,736579.0
867,Donald Trump,All polls,10/26/2018,9/4/2017,9/8/2017,Ipsos,B+,1723.0,a,0.16473610000000002,0.0,39.6,55.8,40.058,54.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50197,78878,9/12/2017,09:39:46 26 Oct 2018,736580.0
868,Donald Trump,All polls,10/26/2018,9/5/2017,9/9/2017,Ipsos,B+,1696.0,a,0.1627797,0.0,38.7,55.5,39.158,54.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50196,78877,9/12/2017,09:39:46 26 Oct 2018,736581.0
869,Donald Trump,All polls,10/26/2018,9/6/2017,9/8/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50188,78869,9/9/2017,09:39:46 26 Oct 2018,736580.0
870,Donald Trump,All polls,10/26/2018,9/7/2017,9/9/2017,Zogby Interactive/JZ Analytics,C,834.0,lv,0.8837411000000001,0.0,43.0,53.0,40.81408,54.1689,,,https://www.zogbyanalytics.com/news/795-the-zogby-poll-trump-wins-back-base-makes-gains-among-younger-voters,50202,78890,9/14/2017,09:39:46 26 Oct 2018,736581.0
871,Donald Trump,All polls,10/26/2018,9/6/2017,9/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,44.0,55.0,38.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50190,78871,9/11/2017,09:39:46 26 Oct 2018,736582.0
872,Donald Trump,All polls,10/26/2018,9/7/2017,9/9/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50189,78870,9/10/2017,09:39:46 26 Oct 2018,736581.0
873,Donald Trump,All polls,10/26/2018,9/6/2017,9/10/2017,Ipsos,B+,1673.0,a,0.1610384,0.0,36.7,56.9,37.158,55.63159,,T,http://polling.reuters.com/#poll/CP3_2/,50195,78876,9/12/2017,09:39:46 26 Oct 2018,736582.0
874,Donald Trump,All polls,10/26/2018,9/7/2017,9/11/2017,Morning Consult,B-,1976.0,rv,0.5921649,0.0,42.0,50.0,38.96395,52.15502,,,http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78883,9/13/2017,09:39:46 26 Oct 2018,736583.0
875,Donald Trump,All polls,10/26/2018,9/7/2017,9/11/2017,icitizen,,1933.0,a,0.5818825,0.0,43.0,56.0,44.74628,50.04888,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50960,80601,2/28/2018,09:39:46 26 Oct 2018,736583.0
876,Donald Trump,All polls,10/26/2018,9/8/2017,9/10/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50191,78872,9/11/2017,09:39:46 26 Oct 2018,736582.0
877,Donald Trump,All polls,10/26/2018,9/7/2017,9/11/2017,Ipsos,B+,1679.0,a,0.1620196,0.0,35.3,58.1,35.758,56.83158,,T,http://polling.reuters.com/#poll/CP3_2/,50194,78875,9/12/2017,09:39:46 26 Oct 2018,736583.0
878,Donald Trump,All polls,10/26/2018,9/7/2017,9/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,44.0,54.0,38.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50192,78873,9/12/2017,09:39:46 26 Oct 2018,736583.0
879,Donald Trump,All polls,10/26/2018,9/9/2017,9/11/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,58.0,38.03185,56.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50193,78874,9/12/2017,09:39:46 26 Oct 2018,736583.0
880,Donald Trump,All polls,10/26/2018,9/8/2017,9/12/2017,Ipsos,B+,1671.0,a,0.1614902,0.0,34.7,58.6,35.158,57.33158,,T,http://polling.reuters.com/#poll/CP3_2/,50210,78899,9/15/2017,09:39:46 26 Oct 2018,736584.0
881,Donald Trump,All polls,10/26/2018,9/8/2017,9/14/2017,SurveyMonkey,D-,16343.0,a,0.32513070000000005,0.0,43.0,55.0,40.68448,53.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpaWZ3d0J4Qno1T2c/view,50207,78895,9/15/2017,09:39:46 26 Oct 2018,736586.0
882,Donald Trump,All polls,10/26/2018,9/9/2017,9/13/2017,Ipsos,B+,1703.0,a,0.1645849,0.0,35.3,58.3,35.758,57.03159,,T,http://polling.reuters.com/#poll/CP3_2/,50209,78898,9/15/2017,09:39:46 26 Oct 2018,736585.0
883,Donald Trump,All polls,10/26/2018,9/10/2017,9/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,42.0,56.0,36.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50199,78885,9/13/2017,09:39:46 26 Oct 2018,736584.0
884,Donald Trump,All polls,10/26/2018,9/10/2017,9/12/2017,YouGov,B,1500.0,a,0.7755616,0.0,39.0,52.0,39.98506,54.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xec10tysqv/trackingreport.pdf,50200,78886,9/13/2017,09:39:46 26 Oct 2018,736584.0
885,Donald Trump,All polls,10/26/2018,9/10/2017,9/12/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50201,78888,9/13/2017,09:39:46 26 Oct 2018,736584.0
886,Donald Trump,All polls,10/26/2018,9/11/2017,9/13/2017,Marist College,A,1224.0,a,2.123341,0.0,39.0,50.0,40.05761,51.019009999999994,,,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170910_Third%20Rail/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_September%202017.pdf#page=3,50211,78903,9/15/2017,09:39:46 26 Oct 2018,736585.0
887,Donald Trump,All polls,10/26/2018,9/11/2017,9/13/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50204,78892,9/14/2017,09:39:46 26 Oct 2018,736585.0
888,Donald Trump,All polls,10/26/2018,9/11/2017,9/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,44.0,54.0,38.67122,54.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50203,78891,9/14/2017,09:39:46 26 Oct 2018,736585.0
889,Donald Trump,All polls,10/26/2018,9/11/2017,9/12/2017,Lucid,B-,1592.0,a,1.0163360000000001,0.0,34.5,50.65,36.22704,53.26234,,,https://luc.id/wp-content/uploads/2017/09/Lucid-Political-Tracker-Cross-Tabs-92F11-2.pdf,50308,79043,10/10/2017,09:39:46 26 Oct 2018,736584.0
890,Donald Trump,All polls,10/26/2018,9/10/2017,9/14/2017,Ipsos,B+,1699.0,a,0.1641619,0.0,36.8,57.5,37.258,56.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50208,78897,9/15/2017,09:39:46 26 Oct 2018,736586.0
891,Donald Trump,All polls,10/26/2018,9/11/2017,9/15/2017,Ipsos,B+,1615.0,a,0.15601070000000003,0.0,38.4,56.3,38.85801,55.03159,,T,http://polling.reuters.com/#poll/CP3_2/,50224,78922,9/19/2017,09:39:46 26 Oct 2018,736587.0
892,Donald Trump,All polls,10/26/2018,9/12/2017,9/14/2017,YouGov,B,1000.0,a,0.5212384,0.0,40.0,51.0,40.98506,53.46565,,,http://big.assets.huffingtonpost.com/tabsHPImmigration20170912.pdf,50218,78911,9/18/2017,09:39:46 26 Oct 2018,736586.0
893,Donald Trump,All polls,10/26/2018,9/12/2017,9/14/2017,Morning Consult,B-,2094.0,a,0.607309,0.0,41.0,51.0,37.96395,53.15501999999999,,,https://morningconsult.com/wp-content/uploads/2017/09/MC_BGBF-Crosstabs.pdf,50214,78907,9/17/2017,09:39:46 26 Oct 2018,736586.0
894,Donald Trump,All polls,10/26/2018,9/12/2017,9/14/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,57.0,38.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50206,78894,9/15/2017,09:39:46 26 Oct 2018,736586.0
895,Donald Trump,All polls,10/26/2018,9/12/2017,9/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50205,78893,9/15/2017,09:39:46 26 Oct 2018,736586.0
896,Donald Trump,All polls,10/26/2018,9/10/2017,9/16/2017,Saint Leo University,C-,1000.0,a,0.8291478999999999,0.0,42.8,53.2,41.601459999999996,53.6098,,,http://polls.saintleo.edu/fewer-than-half-of-americans-approve-of-trumps-job-performance-in-new-saint-leo-university-poll-florida-residents-concur-2/,50290,79021,10/5/2017,09:39:46 26 Oct 2018,736588.0
897,Donald Trump,All polls,10/26/2018,9/12/2017,9/16/2017,Ipsos,B+,1610.0,a,0.1549674,0.0,39.5,54.9,39.958,53.63159,,T,http://polling.reuters.com/#poll/CP3_2/,50223,78921,9/19/2017,09:39:46 26 Oct 2018,736588.0
898,Donald Trump,All polls,10/26/2018,9/13/2017,9/15/2017,Gallup,B,1500.0,a,0.1470236,0.0,36.0,59.0,37.03185,57.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50212,78905,9/16/2017,09:39:46 26 Oct 2018,736587.0
899,Donald Trump,All polls,10/26/2018,9/14/2017,9/16/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,57.0,39.03185,55.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50215,78908,9/17/2017,09:39:46 26 Oct 2018,736588.0
900,Donald Trump,All polls,10/26/2018,9/13/2017,9/17/2017,Ipsos,B+,1585.0,a,0.1515205,0.0,39.4,54.9,39.85801,53.63159,,T,http://polling.reuters.com/#poll/CP3_2/,50222,78920,9/19/2017,09:39:46 26 Oct 2018,736589.0
901,Donald Trump,All polls,10/26/2018,9/13/2017,9/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.0812957,0.0,44.0,55.0,38.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50216,78909,9/18/2017,09:39:46 26 Oct 2018,736589.0
902,Donald Trump,All polls,10/26/2018,9/13/2017,9/18/2017,Kaiser Family Foundation,,1179.0,a,1.564994,0.0,38.0,57.0,38.722840000000005,55.3086,,,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-September-2017-Whats-Next-for-Health-Care,50248,78958,9/25/2017,09:39:46 26 Oct 2018,736590.0
903,Donald Trump,All polls,10/26/2018,9/14/2017,9/18/2017,Ipsos,B+,1560.0,a,0.1476415,0.0,37.5,56.5,37.958,55.231590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50221,78919,9/19/2017,09:39:46 26 Oct 2018,736590.0
904,Donald Trump,All polls,10/26/2018,9/14/2017,9/17/2017,Morning Consult,B-,1994.0,rv,0.5854484000000001,0.0,43.0,52.0,39.96395,54.15501999999999,,,http://www.politico.com/f/?id=0000015e-9b58-d079-a3fe-dbdcaea70001,50227,78926,9/20/2017,09:39:46 26 Oct 2018,736589.0
905,Donald Trump,All polls,10/26/2018,9/14/2017,9/18/2017,NBC News/Wall Street Journal,A-,900.0,a,1.484638,0.0,43.0,52.0,42.27756,52.61168000000001,,,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78933,9/21/2017,09:39:46 26 Oct 2018,736590.0
906,Donald Trump,All polls,10/26/2018,9/14/2017,9/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.2425136,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50219,78912,9/19/2017,09:39:46 26 Oct 2018,736590.0
907,Donald Trump,All polls,10/26/2018,9/15/2017,9/17/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50217,78910,9/18/2017,09:39:46 26 Oct 2018,736589.0
908,Donald Trump,All polls,10/26/2018,9/15/2017,9/19/2017,Monmouth University,A+,1009.0,a,2.140762,0.0,40.0,49.0,40.15524,50.72755,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092017/,50228,78929,9/20/2017,09:39:46 26 Oct 2018,736591.0
909,Donald Trump,All polls,10/26/2018,9/15/2017,9/19/2017,Ipsos,B+,1557.0,a,0.1453907,0.0,39.0,54.8,39.458,53.53159,,T,http://polling.reuters.com/#poll/CP3_2/,50239,78943,9/22/2017,09:39:46 26 Oct 2018,736591.0
910,Donald Trump,All polls,10/26/2018,9/14/2017,9/20/2017,icitizen,,2000.0,a,0.676241,0.0,42.0,57.0,43.74628,51.04888,,,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50959,80600,2/28/2018,09:39:46 26 Oct 2018,736592.0
911,Donald Trump,All polls,10/26/2018,9/16/2017,9/18/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,55.0,39.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50220,78913,9/19/2017,09:39:46 26 Oct 2018,736590.0
912,Donald Trump,All polls,10/26/2018,9/17/2017,9/19/2017,YouGov,B,1500.0,a,0.8102536,0.0,39.0,49.0,39.98506,51.46565,,,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78924,9/20/2017,09:39:46 26 Oct 2018,736591.0
913,Donald Trump,All polls,10/26/2018,9/17/2017,9/19/2017,Gallup,B,1500.0,a,0.1470236,0.0,39.0,55.0,40.03185,53.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50229,78931,9/20/2017,09:39:46 26 Oct 2018,736591.0
914,Donald Trump,All polls,10/26/2018,9/15/2017,9/21/2017,SurveyMonkey,D-,9061.0,a,0.19564220000000002,0.0,45.0,53.0,42.68448,51.73281,,,https://drive.google.com/file/d/0BztOs71zt1WpM19EY0ZCalBMRWM/view,50235,78938,9/22/2017,09:39:46 26 Oct 2018,736593.0
915,Donald Trump,All polls,10/26/2018,9/16/2017,9/20/2017,Ipsos,B+,1626.0,a,0.149339,0.0,38.2,55.9,38.658,54.63159,,T,http://polling.reuters.com/#poll/CP3_2/,50238,78942,9/22/2017,09:39:46 26 Oct 2018,736592.0
916,Donald Trump,All polls,10/26/2018,9/17/2017,9/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1346041,0.0,42.0,56.0,36.67122,56.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50225,78923,9/20/2017,09:39:46 26 Oct 2018,736591.0
917,Donald Trump,All polls,10/26/2018,9/17/2017,9/20/2017,CNN/SSRS,A-,1053.0,a,1.4372639999999999,0.0,40.0,55.0,40.84162,54.173030000000004,,,http://i2.cdn.turner.com/cnn/2017/images/09/21/trumpapprovalpoll.pdf,50233,78936,9/21/2017,09:39:46 26 Oct 2018,736592.0
918,Donald Trump,All polls,10/26/2018,9/17/2017,9/20/2017,American Research Group,C+,1100.0,a,1.148289,0.0,35.0,59.0,37.0898,56.37186,,,http://americanresearchgroup.com/economy/,50240,78947,9/22/2017,09:39:46 26 Oct 2018,736592.0
919,Donald Trump,All polls,10/26/2018,9/18/2017,9/20/2017,Gallup,B,1500.0,a,0.1470236,0.0,37.0,56.0,38.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50232,78935,9/21/2017,09:39:46 26 Oct 2018,736592.0
920,Donald Trump,All polls,10/26/2018,9/17/2017,9/21/2017,Ipsos,B+,1625.0,a,0.14682060000000002,0.0,38.3,56.4,38.758,55.13159,,T,http://polling.reuters.com/#poll/CP3_2/,50237,78941,9/22/2017,09:39:46 26 Oct 2018,736593.0
921,Donald Trump,All polls,10/26/2018,9/17/2017,9/20/2017,Harris Interactive,C+,2177.0,rv,1.299658,0.0,45.0,55.0,41.2764,54.36305,,,http://harvardharrispoll.com/wp-content/uploads/2017/09/HHP-September-Wave_Topline-Memo_No-Banners_Registered-Voters.pdf,50247,78957,9/25/2017,09:39:46 26 Oct 2018,736592.0
922,Donald Trump,All polls,10/26/2018,9/18/2017,9/20/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.13510940000000002,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50230,78932,9/21/2017,09:39:46 26 Oct 2018,736592.0
923,Donald Trump,All polls,10/26/2018,9/18/2017,9/21/2017,ABC News/Washington Post,A+,1002.0,a,2.0241580000000003,0.0,39.0,57.0,39.801829999999995,55.43196,,,https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/09/24/National-Politics/Polling/question_19252.xml?uuid=2UuPTqDcEeeyp7xwtvmAiQ,50242,78949,9/24/2017,09:39:46 26 Oct 2018,736593.0
924,Donald Trump,All polls,10/26/2018,9/19/2017,9/21/2017,Gallup,B,1500.0,a,0.1470236,0.0,38.0,56.0,39.03185,54.224630000000005,,T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50236,78940,9/22/2017,09:39:46 26 Oct 2018,736593.0
925,Donald Trump,All polls,10/26/2018,9/19/2017,9/21/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500.0,lv,0.1353645,0.0,43.0,55.0,37.67122,55.63256,,T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50244,78954,9/25/2017,09:39:46 26 Oct 2018,736593.0
926,Donald Trump,All polls,10/26/2018,9/18/2017,9/22/2017,Ipsos,B+,1660.0,a,0.1475504,0.0,38.3,56.0,38.758,54.731590000000004,,T,http://polling.reuters.com/#poll/CP3_2/,50255,78969,9/26/2017,09:39:46 26 Oct 2018,736594.0
927,Donald Trump,All polls,10/26/2018,9/19/2017,9/20/2017,Lucid,B-,1301.0,a,0.7237318,0.0,38.21,48.66,39.93703,51.27234,,,https://docs.google.com/spreadsheets/d/17Hc0loE6wXtGEWShWsC7X2xG1adogmfzYpb21KkPkV0/edit#gid=652311423,50307,79042,10/10/2017,09:39:46 26 Oct 2018,736592.0
928,Donald Trump,All polls,10/26/2018,9/20/2017,9/21/2017,Public Policy Polling,B,638.0,rv,0.7879484,0.0,42.0,54.0,41.32967,54.34305,,,http://www.savemycare.org/wp-content/uploads/2017/09/NationalResults.pdf,50234,78937,9/22/2017,09:39:46 26 Oct 2018,736593.0
